%Time, Value
12:51:29, 60.8
12:51:29, 28.6
12:51:29, -15.7
12:51:29, -40
12:51:29, -27.4
12:51:29, 3.33
12:51:29, 17.5
12:51:29, -0.161
12:51:29, -30.4
12:51:29, -37.6
12:51:29, -6.42
12:51:29, 39.2
12:51:29, 50.9
12:51:29, 30.8
12:51:29, 14.8
12:51:29, 18.7
12:51:29, 22.3
12:51:29, 9.7
12:51:29, -10
12:51:29, -21.7
12:51:29, -20.5
12:51:29, -9.93
12:51:29, 2.82
12:51:29, 11.3
12:51:29, 15
12:51:29, 18.8
12:51:29, 22.2
12:51:29, 14.9
12:51:29, -7.41
12:51:29, -29.8
12:51:29, -36.3
12:51:29, -31
12:51:29, -24.4
12:51:29, -13
12:51:29, 6.26
12:51:29, 13.6
12:51:29, -11.9
12:51:29, -54.5
12:51:29, -70.8
12:51:29, -41.4
12:51:29, 5.26
12:51:29, 28.1
12:51:29, 15.7
12:51:29, -18.1
12:51:29, -54.7
12:51:29, -72.7
12:51:29, -56.7
12:51:29, -28.2
12:51:29, -37.4
12:51:29, -95.5
12:51:29, -147
12:51:29, -137
12:51:29, -82.3
12:51:29, -33.7
12:51:29, -17.6
12:51:29, -27
12:51:29, -40.8
12:51:29, -32.3
12:51:29, 6.74
12:51:29, 43.9
12:51:29, 37.7
12:51:29, -6.37
12:51:29, -41.7
12:51:29, -38.3
12:51:29, -5.31
12:51:29, 30.4
12:51:29, 39.4
12:51:29, 5.03
12:51:29, -46.9
12:51:29, -58.4
12:51:29, -3.11
12:51:29, 70.9
12:51:29, 84.6
12:51:29, 19.7
12:51:29, -57.6
12:51:29, -76.2
12:51:29, -48.2
12:51:29, -2.63
12:51:29, 40.2
12:51:29, 63.5
12:51:29, 50.2
12:51:29, 8.51
12:51:29, -29.5
12:51:29, -42.1
12:51:29, -32.9
12:51:29, -16.1
12:51:29, -2.94
12:51:29, 2.56
12:51:29, 0.344
12:51:29, -14
12:51:29, -43.9
12:51:29, -70.3
12:51:29, -63.2
12:51:29, -26.8
12:51:29, -3.45
12:51:29, -13.5
12:51:29, -22.4
12:51:29, 10.4
12:51:29, 68.2
12:51:29, 97
12:51:29, 78.5
12:51:29, 46.9
12:51:29, 34.3
12:51:29, 29.9
12:51:29, 1.62
12:51:29, -53.5
12:51:29, -91.1
12:51:29, -71.4
12:51:29, -19.1
12:51:29, 5.69
12:51:29, -12.5
12:51:29, -34.9
12:51:29, -33.5
12:51:29, -21.3
12:51:29, -13.6
12:51:29, -1.2
12:51:29, 17.5
12:51:29, 15.3
12:51:29, -24.4
12:51:29, -70.1
12:51:29, -72.6
12:51:29, -23.4
12:51:29, 39.8
12:51:29, 78.8
12:51:29, 86.2
12:51:29, 75.4
12:51:29, 61.3
12:51:29, 50
12:51:29, 37.8
12:51:29, 16.2
12:51:29, -17.8
12:51:29, -53.8
12:51:29, -68
12:51:29, -37
12:51:29, 35.2
12:51:29, 106
12:51:29, 124
12:51:29, 72.3
12:51:29, -1.72
12:51:29, -19.3
12:51:29, 17.6
12:51:29, 65.3
12:51:29, 66.3
12:51:29, 25.9
12:51:29, -11.4
12:51:29, -26.2
12:51:29, -29.6
12:51:29, -19.8
12:51:29, 17.1
12:51:29, 65.1
12:51:29, 83.8
12:51:29, 62.7
12:51:29, 31.3
12:51:29, 5.73
12:51:29, -34.2
12:51:29, -99.7
12:51:29, -163
12:51:29, -185
12:51:29, -162
12:51:29, -133
12:51:29, -141
12:51:29, -189
12:51:29, -233
12:51:29, -232
12:51:29, -203
12:51:29, -185
12:51:29, -182
12:51:29, -178
12:51:29, -187
12:51:29, -218
12:51:29, -233
12:51:29, -194
12:51:29, -150
12:51:29, -180
12:51:29, -270
12:51:29, -318
12:51:29, -282
12:51:29, -231
12:51:29, -212
12:51:29, -184
12:51:29, -103
12:51:29, -14.6
12:51:29, 11.3
12:51:29, -18
12:51:29, -29.3
12:51:29, 21.9
12:51:29, 107
12:51:29, 165
12:51:29, 166
12:51:29, 123
12:51:29, 75.9
12:51:29, 50
12:51:29, 47.7
12:51:29, 52.6
12:51:29, 49.3
12:51:29, 42.4
12:51:29, 44.3
12:51:29, 46
12:51:29, 23.4
12:51:29, -29.7
12:51:29, -91.9
12:51:29, -131
12:51:29, -127
12:51:29, -66.5
12:51:29, -25.9
12:51:29, -5.35
12:51:29, -4.34
12:51:29, -10.2
12:51:29, -18.4
12:51:29, -41
12:51:29, -89.3
12:51:29, -152
12:51:29, -201
12:51:29, -221
12:51:29, -225
12:51:29, -232
12:51:29, -251
12:51:29, -283
12:51:29, -315
12:51:29, -311
12:51:29, -248
12:51:29, -169
12:51:29, -137
12:51:29, -158
12:51:29, -176
12:51:29, -158
12:51:29, -132
12:51:29, -136
12:51:29, -166
12:51:29, -199
12:51:29, -229
12:51:29, -263
12:51:29, -299
